//RL6302_MAC_PHY_Parameter_v018_20140708
//=======================  		
// PAGE_8   		
//======================= 		
0x800	0x9020d010	
0x804	0x08011280	
0x808	0x0e0282ff // cck_en=0  ofdm_en=0	
0x80c	0x1000001f	
0x810	0x20101263	
0x814	0x020c3d10	
0x818	0x03a00385	
0x820	0x00000000	
0x824	0x00030fe0	
0x828	0x00000000	
0x82c	0x76433170	
0x830	0x79a0ea0b	
0x834	0x042E6486	
0x838	0x87aa7640	
0x83c	0x9797b9b9	
0x840	0x17575fe0	
0x844	0x4BBDFCDE	
0x848	0x5cd07f8b	
0x84c	0x6CFbF7B5	
0x850	0x28836706	
0x854	0x0001520c	
0x858	0x4060c000	
0x85c	0x74210368	
0x860	0x6929c321	
0x864	0x79727432	
0x868	0x8ca7a314	
0x86c	0x43642855	
0x870	0x44444444 // s_factor_QAM_ML	
0x874	0x31612c2e	
0x878	0x00003152	
0x87c	0x000fc000	
0x8a0	0x00000013	
0x8a4	0x7f7f7f7f	
0x8a8	0xa202013e	
0x8ac	0xf40f550a // all modes use 320M ADC clk	
0x8b0	0x00000600	
0x8b4	0x000fc080	
0x8b8	0xec0057ff	
0x8bc	0x8ca520c3	
0x8c0	0x3ff00020	
0x8c4	0x44c00000	
0x8c8	0x80025169	
0x8cc	0x08250492	
0x8d0	0x0000b800	
0x8d4	0x940008a0	
0x8d8	0x290b5612	
0x8dc	0x00000000	
0x8e0	0x32316400	
0x8e4	0x4a092925	
0x8e8	0xffffc42c	
0x8ec	0x99999999	
0x8f0	0x00009999	
0x8f4	0x00f80fa1 //modified by Jason	
0x8f8	0x400082c0  // RF: RLE442C format (30-bit)	
//0x8f8	0x400000c0  // RF: z2 format (16-bit)	
0x8fc	0x00000000 	
//=======================		
// PAGE_9   		
//=======================  		
0x900	0x00400700	
0x90c	0x0B004000	
0x910	0x0000fc00	
0x914	0xD6400404 // ADC_backoff:12.5dB_DFIR_backoff:6.5dB 	
//0x914	0x06000404 //ADC-backoff for MP chip	
0x918	0x1c1028c0	
0x91c	0x64b11a1c	
0x920	0xe0767233	
0x924	0x055aa500	
0x928	0x4AB0E4E4	
0x92c	0xfffe0000	
0x930	0xfffffffe	
0x934	0x001fffff	
0x938	0x00008400	
0x93c	0x001c0642	
0x940	0x02470430	
0x944 	0x08000000	
0x948	0x04000000	
0x950	0x02010080	
0x954	0x86510080	
0x960	0x00000000	
0x964	0x00000000	
0x968	0x00000000	
0x96c	0x00000000	
0x970	0x801fffff	
0x978	0x00000000	
0x97c	0x00000000	
0x980	0x00000000	
0x984	0x00000000	
0x988	0x00000000	
0x98c	0x03440000	
0x990	0x27100000	
0x994	0xffff0100		
0x998	0xffffff5c		
0x99c	0xffffffff		
0x9a0	0x000000ff	
0x9a4	0x00080080 //0x00000080	
0x9a8	0x00000000	
0x9ac	0x00560000	
0x9b0	0x81081008 //0x30000000	
0x9b4	0x00000000	
0x9b8	0x01081008	
0x9bc	0x01081008	
0x9d0	0x00000000	
0x9d4	0x00000000	
0x9d8	0x00000000	
0x9dc	0x00000000	
0x9e4	0x00000002	
0x9e8	0x000022d5 //0x000002d4	
//=======================  		
// PAGE_b   		
//=======================		
//0xb00	0xe3100100 // PMC mode  0xb00[8]=1	
0xb00	0xe3100000 // TMAC mode 0xb00[8]=0	
0xb04	0x0000b000	
// the following marked reg are needed to be set to specificed value for PMAC allplication in ASIC verification		
//0xb08	0xae0201eb	
0xb0c	0x31eaa006  // [29:28]=2b11	
0xb5c	0x41cfffff	
//=======================  		
// PAGE_C : Path_A setting   		
//=======================		
//0xc00	0x00000003 // RF: RLE442C/D format with SI	
0xc00	0x00000007 // RF: RLE442C/D format with PI	
//0xc00	0x00040003 // RF: z2 format	
0xc04	0x00042020	
0xc08	0x80410231 // RF: RLE442C format	
//0xc08	0x80410121 // RF: z2 format	
0xc0c	0x00000000	
//0xc10	0x01000000 // RF: RX IQ is switched for RLE442C	
//0xc14	0x00000100 // RF: RX IQ is switched for RLE442C	
0xc10	0x00000100 // RF: RX IQ is correct	
0xc14	0x01000000 // RF: RX IQ is correct	
0xc1c	0x40000053	
0xc50	0x00000020	
0xc54	0x00000000	
0xc58	0x3c020c14 //0x30020c1c	
0xc5c	0x00000058	
0xc60	0x19800000// RX_WAIT_CCA	
0xc60	0x0B800001	
0xc60	0x05800002	
0xc60	0x07800003	
0xc60	0x19800004// TX_CCK_RFON	
0xc60	0x0B800005	
0xc60	0x05800006	
0xc60	0x0E800007	
0xc60	0x19800008// TX_CCK_BBON	
0xc60	0x0B800009	
0xc60	0x0580000A	
0xc60	0x0E80000B	
0xc60	0x1980000C// TX_OFDM_RFON	
0xc60	0x0B80000D	
0xc60	0x0580000E	
0xc60	0x0E80000F	
0xc60	0x19800010// TX_OFDM_BBON	
0xc60	0x0B800011	
0xc60	0x05800012	
0xc60	0x0E800013	
0xc60	0x19800014// TX_TO_RX	
0xc60	0x0B800015	
0xc60	0x05800016	
0xc60	0x07800017	
0xc60	0x19800018// TX_TO_TX	
0xc60	0x0B800019	
0xc60	0x0580001A	
0xc60	0x0E80001B	
0xc60	0x1980001C// RX_CCK	
0xc60	0x0B80001D	
